Timestamp	Longitude	Latitude	Operatorname	NetworkTech	Level	Speed	Altitude	Filemark
2023.11.24_23.05.03	-46.48282	-23.61233	VIVO	4G	-91	38	832	
2023.11.24_23.05.05	-46.48292	-23.61229	VIVO	4G	-91	40	833	
2023.11.24_23.05.05	-46.48301	-23.61224	VIVO	4G	-96	40	834	
2023.11.24_23.05.06	-46.48301	-23.61224	VIVO	4G	-105	40	834	
2023.11.24_23.05.07	-46.48314	-23.61212	VIVO	4G	-105	38	836	
2023.11.24_23.05.10	-46.48325	-23.61196	VIVO	4G	-102	39	837	
2023.11.24_23.05.12	-46.48331	-23.61181	VIVO	4G	-105	36	838	
2023.11.24_23.05.14	-46.48336	-23.61164	VIVO	4G	-102	37	838	
2023.11.24_23.05.15	-46.48339	-23.61155	VIVO	4G	-101	35	837	
2023.11.24_23.05.17	-46.48347	-23.61137	VIVO	4G	-102	35	837	
2023.11.24_23.05.18	-46.48351	-23.61129	VIVO	4G	-102	38	837	
2023.11.24_23.05.19	-46.48357	-23.61118	VIVO	4G	-101	38	837	
2023.11.24_23.05.20	-46.48361	-23.61110	VIVO	4G	-101	37	837	
2023.11.24_23.05.20	-46.48366	-23.61101	VIVO	4G	-98	38	837	
2023.11.24_23.05.22	-46.48371	-23.61092	VIVO	4G	-98	43	837	
2023.11.24_23.05.23	-46.48379	-23.61083	VIVO	4G	-98	37	836	
2023.11.24_23.05.25	-46.48392	-23.61069	VIVO	4G	-101	36	837	
2023.11.24_23.05.26	-46.48399	-23.61062	VIVO	4G	-101	36	837	
2023.11.24_23.05.26	-46.48399	-23.61062	VIVO	4G	-110	36	837	
2023.11.24_23.05.28	-46.48414	-23.61052	VIVO	4G	-112	36	838	
2023.11.24_23.05.29	-46.48414	-23.61052	VIVO	4G	-105	36	838	
2023.11.24_23.05.30	-46.48430	-23.61042	VIVO	4G	-105	36	840	
2023.11.24_23.05.30	-46.48430	-23.61042	VIVO	4G	-340	36	840	
2023.11.24_23.05.31	-46.48448	-23.61036	VIVO	4G	-102	36	841	
2023.11.24_23.05.33	-46.48457	-23.61033	VIVO	4G	-102	37	842	
2023.11.24_23.05.34	-46.48468	-23.61031	VIVO	4G	-100	36	842	
2023.11.24_23.05.34	-46.48478	-23.61028	VIVO	4G	-100	37	843	
2023.11.24_23.05.35	-46.48489	-23.61028	VIVO	4G	-100	36	843	
2023.11.24_23.05.37	-46.48499	-23.61026	VIVO	4G	-101	38	844	
2023.11.24_23.05.39	-46.48518	-23.61026	VIVO	4G	-100	36	844	
2023.11.24_23.05.41	-46.48537	-23.61027	VIVO	4G	-100	35	844	
2023.11.24_23.05.41	-46.48537	-23.61027	VIVO	4G	-97	35	844	
2023.11.24_23.05.42	-46.48557	-23.61029	VIVO	4G	-97	38	844	
2023.11.24_23.05.44	-46.48568	-23.61031	VIVO	4G	-98	38	844	
2023.11.24_23.05.45	-46.48578	-23.61033	VIVO	4G	-98	37	845	
2023.11.24_23.05.46	-46.48587	-23.61037	VIVO	4G	-94	37	845	
2023.11.24_23.05.46	-46.48596	-23.61041	VIVO	4G	-94	36	846	
2023.11.24_23.05.47	-46.48605	-23.61045	VIVO	4G	-94	35	848	
2023.11.24_23.05.49	-46.48613	-23.61050	VIVO	4G	-93	36	849	
2023.11.24_23.05.51	-46.48628	-23.61061	VIVO	4G	-93	35	853	
2023.11.24_23.05.51	-46.48636	-23.61068	VIVO	4G	-90	37	855	
2023.11.24_23.05.53	-46.48643	-23.61074	VIVO	4G	-90	36	857	
2023.11.24_23.05.55	-46.48656	-23.61087	VIVO	4G	-85	37	860	
2023.11.24_23.05.56	-46.48664	-23.61093	VIVO	4G	-86	37	862	
2023.11.24_23.05.57	-46.48672	-23.61100	VIVO	4G	-86	37	862	
2023.11.24_23.05.58	-46.48680	-23.61106	VIVO	4G	-90	37	864	
2023.11.24_23.05.59	-46.48687	-23.61112	VIVO	4G	-90	36	866	
2023.11.24_23.06.00	-46.48695	-23.61120	VIVO	4G	-88	36	867	
2023.11.24_23.06.01	-46.48702	-23.61126	VIVO	4G	-88	34	868	
2023.11.24_23.06.01	-46.48709	-23.61133	VIVO	4G	-88	34	868	
2023.11.24_23.06.04	-46.48720	-23.61144	VIVO	4G	-102	29	868	
2023.11.24_23.06.04	-46.48720	-23.61144	VIVO	4G	-94	29	868	
2023.11.24_23.06.06	-46.48729	-23.61154	VIVO	4G	-94	28	868	
2023.11.24_23.06.07	-46.48735	-23.61165	VIVO	4G	-101	24	870	
2023.11.24_23.06.09	-46.48735	-23.61165	VIVO	4G	-340	24	870	
2023.11.24_23.06.11	-46.48744	-23.61172	VIVO	4G	-340	14	869	
2023.11.24_23.06.15	-46.48752	-23.61177	VIVO	4G	-96	9	870	
2023.11.24_23.06.17	-46.48752	-23.61177	VIVO	4G	-340	9	870	
2023.11.24_23.06.18	-46.48752	-23.61177	VIVO	4G	-93	9	870	
2023.11.24_23.06.26	-46.48752	-23.61177	VIVO	4G	-94	0	870	
2023.11.24_23.06.45	-46.48752	-23.61177	VIVO	4G	-340	0	870	
2023.11.24_23.06.47	-46.48752	-23.61177	VIVO	4G	-102	0	870	
2023.11.24_23.06.48	-46.48757	-23.61186	VIVO	4G	-102	8	859	
2023.11.24_23.06.49	-46.48757	-23.61186	VIVO	4G	-107	8	859	
2023.11.24_23.06.51	-46.48757	-23.61186	VIVO	4G	-340	8	859	
2023.11.24_23.06.51	-46.48769	-23.61196	VIVO	4G	-340	13	855	
2023.11.24_23.06.53	-46.48769	-23.61205	VIVO	4G	-104	14	854	
2023.11.24_23.06.53	-46.48780	-23.61209	VIVO	4G	-104	16	852	
2023.11.24_23.06.56	-46.48794	-23.61222	VIVO	4G	-104	23	848	
2023.11.24_23.06.56	-46.48803	-23.61228	VIVO	4G	-105	28	847	
2023.11.24_23.06.58	-46.48803	-23.61228	VIVO	4G	-96	28	847	
2023.11.24_23.06.58	-46.48815	-23.61241	VIVO	4G	-96	34	848	
2023.11.24_23.07.00	-46.48824	-23.61250	VIVO	4G	-96	38	848	
2023.11.24_23.07.00	-46.48824	-23.61250	VIVO	4G	-93	38	848	
2023.11.24_23.07.00	-46.48834	-23.61257	VIVO	4G	-93	38	848	
2023.11.24_23.07.01	-46.48843	-23.61263	VIVO	4G	-93	37	848	
2023.11.24_23.07.02	-46.48852	-23.61267	VIVO	4G	-98	39	848	
2023.11.24_23.07.03	-46.48863	-23.61274	VIVO	4G	-98	39	848	
2023.11.24_23.07.04	-46.48863	-23.61274	VIVO	4G	-340	39	848	
2023.11.24_23.07.04	-46.48872	-23.61279	VIVO	4G	-340	35	848	
2023.11.24_23.07.05	-46.48883	-23.61283	VIVO	4G	-340	34	849	
2023.11.24_23.07.06	-46.48897	-23.61284	VIVO	4G	-96	34	848	
2023.11.24_23.07.07	-46.48907	-23.61286	VIVO	4G	-96	33	848	
2023.11.24_23.07.08	-46.48919	-23.61289	VIVO	4G	-91	37	848	
2023.11.24_23.07.09	-46.48931	-23.61289	VIVO	4G	-91	41	848	
2023.11.24_23.07.11	-46.48946	-23.61289	VIVO	4G	-97	48	847	
2023.11.24_23.07.11	-46.48946	-23.61289	VIVO	4G	-340	48	847	
2023.11.24_23.07.11	-46.48961	-23.61286	VIVO	4G	-340	53	847	
2023.11.24_23.07.12	-46.48977	-23.61284	VIVO	4G	-93	56	847	
2023.11.24_23.07.13	-46.48994	-23.61280	VIVO	4G	-93	58	848	
2023.11.24_23.07.15	-46.49013	-23.61276	VIVO	4G	-86	61	847	
2023.11.24_23.07.15	-46.49032	-23.61275	VIVO	4G	-86	62	859	
2023.11.24_23.07.16	-46.49051	-23.61273	VIVO	4G	-89	64	858	
2023.11.24_23.07.17	-46.49069	-23.61273	VIVO	4G	-89	68	858	
2023.11.24_23.07.18	-46.49088	-23.61276	VIVO	4G	-86	67	863	
2023.11.24_23.07.19	-46.49105	-23.61278	VIVO	4G	-86	68	858	
2023.11.24_23.07.20	-46.49126	-23.61279	VIVO	4G	-89	67	862	
2023.11.24_23.07.21	-46.49144	-23.61282	VIVO	4G	-89	65	861	
2023.11.24_23.07.22	-46.49160	-23.61286	VIVO	4G	-103	66	861	
2023.11.24_23.07.23	-46.49160	-23.61286	VIVO	4G	-340	66	861	
2023.11.24_23.07.24	-46.49174	-23.61289	VIVO	4G	-340	60	864	
2023.11.24_23.07.24	-46.49188	-23.61294	VIVO	4G	-340	56	864	
2023.11.24_23.07.25	-46.49204	-23.61297	VIVO	4G	-102	56	870	
2023.11.24_23.07.26	-46.49219	-23.61301	VIVO	4G	-102	58	870	
2023.11.24_23.07.27	-46.49219	-23.61301	VIVO	4G	-84	58	870	
2023.11.24_23.07.27	-46.49235	-23.61303	VIVO	4G	-84	55	870	
2023.11.24_23.07.28	-46.49249	-23.61305	VIVO	4G	-84	53	870	
2023.11.24_23.07.29	-46.49264	-23.61306	VIVO	4G	-85	52	870	
2023.11.24_23.07.30	-46.49278	-23.61306	VIVO	4G	-85	51	869	
2023.11.24_23.07.31	-46.49292	-23.61304	VIVO	4G	-85	52	868	
2023.11.24_23.07.32	-46.49307	-23.61301	VIVO	4G	-85	52	869	
2023.11.24_23.07.33	-46.49320	-23.61296	VIVO	4G	-82	53	868	
2023.11.24_23.07.34	-46.49334	-23.61291	VIVO	4G	-82	52	868	
2023.11.24_23.07.36	-46.49348	-23.61286	VIVO	4G	-79	50	868	
2023.11.24_23.07.36	-46.49363	-23.61282	VIVO	4G	-79	54	868	
2023.11.24_23.07.37	-46.49378	-23.61278	VIVO	4G	-79	54	868	
2023.11.24_23.07.38	-46.49391	-23.61276	VIVO	4G	-79	53	864	
2023.11.24_23.07.39	-46.49407	-23.61276	VIVO	4G	-77	55	863	
2023.11.24_23.07.40	-46.49421	-23.61276	VIVO	4G	-77	51	862	
2023.11.24_23.07.41	-46.49434	-23.61277	VIVO	4G	-83	55	862	
2023.11.24_23.07.42	-46.49448	-23.61277	VIVO	4G	-83	54	857	
2023.11.24_23.07.43	-46.49462	-23.61282	VIVO	4G	-84	54	856	
2023.11.24_23.07.44	-46.49475	-23.61286	VIVO	4G	-84	52	856	
2023.11.24_23.07.45	-46.49487	-23.61292	VIVO	4G	-85	50	856	
2023.11.24_23.07.46	-46.49499	-23.61301	VIVO	4G	-85	54	857	
2023.11.24_23.07.47	-46.49510	-23.61310	VIVO	4G	-89	54	858	
2023.11.24_23.07.49	-46.49520	-23.61320	VIVO	4G	-89	54	857	
2023.11.24_23.07.49	-46.49520	-23.61320	VIVO	4G	-83	54	857	
2023.11.24_23.07.49	-46.49529	-23.61330	VIVO	4G	-83	51	856	
2023.11.24_23.07.50	-46.49537	-23.61342	VIVO	4G	-83	51	866	
2023.11.24_23.07.52	-46.49545	-23.61356	VIVO	4G	-89	55	872	
2023.11.24_23.07.52	-46.49554	-23.61368	VIVO	4G	-89	52	874	
2023.11.24_23.07.53	-46.49563	-23.61379	VIVO	4G	-89	54	878	
2023.11.24_23.07.54	-46.49573	-23.61388	VIVO	4G	-85	54	878	
2023.11.24_23.07.55	-46.49583	-23.61397	VIVO	4G	-85	52	878	
2023.11.24_23.07.56	-46.49595	-23.61404	VIVO	4G	-85	53	877	
2023.11.24_23.07.57	-46.49607	-23.61411	VIVO	4G	-85	54	876	
2023.11.24_23.07.58	-46.49620	-23.61417	VIVO	4G	-85	53	876	
2023.11.24_23.07.59	-46.49634	-23.61421	VIVO	4G	-85	55	876	
2023.11.24_23.08.00	-46.49649	-23.61423	VIVO	4G	-84	52	876	
2023.11.24_23.08.01	-46.49665	-23.61422	VIVO	4G	-84	54	875	
2023.11.24_23.08.02	-46.49679	-23.61421	VIVO	4G	-86	55	875	
2023.11.24_23.08.03	-46.49693	-23.61420	VIVO	4G	-86	52	875	
2023.11.24_23.08.04	-46.49708	-23.61418	VIVO	4G	-86	53	875	
2023.11.24_23.08.05	-46.49724	-23.61416	VIVO	4G	-86	56	874	
2023.11.24_23.08.06	-46.49739	-23.61413	VIVO	4G	-84	57	872	
2023.11.24_23.08.07	-46.49755	-23.61412	VIVO	4G	-84	58	873	
2023.11.24_23.08.08	-46.49773	-23.61412	VIVO	4G	-84	59	876	
2023.11.24_23.08.09	-46.49791	-23.61412	VIVO	4G	-84	64	880	
2023.11.24_23.08.11	-46.49807	-23.61415	VIVO	4G	-86	66	880	
2023.11.24_23.08.12	-46.49829	-23.61418	VIVO	4G	-86	71	877	
2023.11.24_23.08.13	-46.49848	-23.61420	VIVO	4G	-86	72	880	
2023.11.24_23.08.14	-46.49866	-23.61418	VIVO	4G	-86	69	877	
2023.11.24_23.08.14	-46.49883	-23.61420	VIVO	4G	-86	68	876	
2023.11.24_23.08.16	-46.49898	-23.61424	VIVO	4G	-86	63	872	
2023.11.24_23.08.17	-46.49915	-23.61428	VIVO	4G	-89	61	871	
2023.11.24_23.08.18	-46.49930	-23.61432	VIVO	4G	-89	61	869	
