Timestamp	Longitude	Latitude	Operatorname	Node	CellID	LAC	NetworkTech	Level	Qual	SNR	CQI	LTERSSI	EventType	EventDetails	State
2023.11.24_23.11.02	-46.507333	-23.606752	TIM	67138	201	31139	4G	-92	-18	6.0	-	-53	IRAT_HANDOVER_DATA_5G4G	724-03-31139-67135-15-634080-257:724-03-31139-67138-201-75-241	I
2023.11.24_23.11.06	-46.507434	-23.606576	TIM	69902	1	31139	4G	-104	-15	6.0	-	-67	HANDOVER_DATA_4G4G	724-03-31139-67138-201-75-241:724-03-31139-69902-1-3150-386	I
2023.11.24_23.11.12	-46.507526	-23.606493	TIM	69902	13	31139	4G	-92	-15	-3.0	-	-57	CELL_RESELECTION_4G4G	724-03-31139-69902-1-3150-386:724-03-31139-69902-13-9410-386	D
2023.11.24_23.11.16	-46.507526	-23.606493	TIM	69902	13	31139	5G	-98	-14	2.0	-	-	IRAT_HANDOVER_DATA_4G5G	724-03-31139-69902-13-9410-386:724-03-31139-69902-13-634080-386	D
2023.11.24_23.11.22	-46.507526	-23.606493	TIM	69902	13	31139	4G	-84	-16	1.0	-	-51	IRAT_CELL_RESELECTION_5G4G	724-03-31139-69902-13-634080-386:724-03-31139-69902-13-9410-386	I
2023.11.24_23.11.26	-46.507526	-23.606493	TIM	69902	1	31139	4G	-98	-15	1.0	-	-63	CELL_RESELECTION_4G4G	724-03-31139-69902-13-9410-386:724-03-31139-69902-1-3150-386	I
2023.11.24_23.11.32	-46.507526	-23.606493	TIM	69902	1	31139	5G	-94	-12	10.0	-	-	IRAT_HANDOVER_DATA_4G5G	724-03-31139-69902-1-3150-386:724-03-31139-69902-1-634080-386	I
2023.11.24_23.11.36	-46.507526	-23.606493	TIM	67138	201	31139	4G	-95	-15	-1.0	-	-61	IRAT_CELL_RESELECTION_5G4G	724-03-31139-69902-1-634080-386:724-03-31139-67138-201-75-241	I
2023.11.24_23.11.40	-46.507526	-23.606493	TIM	69902	13	31139	4G	-95	-16	-1.0	-	-59	CELL_RESELECTION_4G4G	724-03-31139-67138-201-75-241:724-03-31139-69902-13-9410-386	I
2023.11.24_23.11.46	-46.507526	-23.606493	TIM	69902	13	31139	5G	-100	-14	2.0	-	-	IRAT_CELL_RESELECTION_4G5G	724-03-31139-69902-13-9410-386:724-03-31139-69902-13-634080-386	I
2023.11.24_23.11.56	-46.50791	-23.605825	TIM	69902	13	31139	4G	-89	-15	1.0	-	-57	IRAT_CELL_RESELECTION_5G4G	724-03-31139-69902-13-634080-386:724-03-31139-69902-13-9410-386	I
2023.11.24_23.12.02	-46.508365	-23.60535	TIM	71547	221	31139	4G	-97	-15	1.0	-	-57	CELL_RESELECTION_4G4G	724-03-31139-69902-13-9410-386:724-03-31139-71547-221-1276-193	I
2023.11.24_23.12.07	-46.50861	-23.604985	TIM	69902	13	31139	5G	-100	-16	0.0	-	-	IRAT_HANDOVER_DATA_4G5G	724-03-31139-71547-221-1276-193:724-03-31139-69902-13-9410-386	D
2023.11.24_23.12.09	-46.508652	-23.604874	TIM	69902	13	31139	5G	-109	-13	4.0	-	-	HANDOVER_DATA_5G5G	724-03-31139-69902-13-9410-386:724-03-31139-69902-13-634080-386	D
2023.11.24_23.12.18	-46.508918	-23.60462	TIM	69902	13	31139	4G	-92	-16	3.0	-	-57	IRAT_HANDOVER_DATA_5G4G	724-03-31139-69902-13-634080-386:724-03-31139-69902-13-9410-386	I
2023.11.24_23.12.26	-46.509379	-23.604499	TIM	69902	13	31139	5G	-108	-16	-2.0	-	-	IRAT_HANDOVER_DATA_4G5G	724-03-31139-69902-13-9410-386:724-03-31139-69902-13-634080-386	I
2023.11.24_23.13.01	-46.511504	-23.603852	TIM	69902	13	31139	4G	-91	-13	2.0	-	-61	IRAT_CELL_RESELECTION_5G4G	724-03-31139-69902-13-634080-386:724-03-31139-69902-13-9410-386	I
2023.11.24_23.13.03	-46.511632	-23.603782	TIM	69903	2	31139	4G	-110	-13	2.0	-	-71	CELL_RESELECTION_4G4G	724-03-31139-69902-13-9410-386:724-03-31139-69903-2-3150-156	I
2023.11.24_23.13.15	-46.512692	-23.603368	TIM	71102	1	31139	4G	-101	-13	-1.0	-	-63	CELL_RESELECTION_4G4G	724-03-31139-69903-2-3150-156:724-03-31139-71102-1-3150-288	I
2023.11.24_23.13.21	-46.513278	-23.603282	TIM	71102	1	31139	5G	-104	-13	4.0	-	-	IRAT_CELL_RESELECTION_4G5G	724-03-31139-71102-1-3150-288:724-03-31139-71102-1-634080-288	I
2023.11.24_23.13.29	-46.513883	-23.603145	TIM	71102	1	31139	4G	-101	-13	-1.0	-	-65	IRAT_CELL_RESELECTION_5G4G	724-03-31139-71102-1-634080-288:724-03-31139-71102-1-3150-288	I
2023.11.24_23.13.37	-46.51467	-23.602992	TIM	71102	1	31139	5G	-100	-14	8.0	-	-	IRAT_CELL_RESELECTION_4G5G	724-03-31139-71102-1-3150-288:724-03-31139-71102-1-634080-288	I
2023.11.24_23.13.43	-46.514966	-23.602944	TIM	71102	1	31139	4G	-100	-12	10.0	-	-67	IRAT_CELL_RESELECTION_5G4G	724-03-31139-71102-1-634080-288:724-03-31139-71102-1-3150-288	I
2023.11.24_23.14.15	-46.515527	-23.602866	TIM	71102	1	31139	5G	-87	-11	14.0	-	-	IRAT_HANDOVER_DATA_4G5G	724-03-31139-71102-1-3150-288:724-03-31139-71102-1-634080-288	D
2023.11.24_23.14.30	-46.515618	-23.602941	TIM	71102	1	31139	4G	-102	-10	8.0	-	-75	IRAT_CELL_RESELECTION_5G4G	724-03-31139-71102-1-634080-288:724-03-31139-71102-1-3150-288	I
2023.11.24_23.14.36	-46.516526	-23.602851	TIM	71102	1	31139	5G	-104	-13	4.0	-	-	IRAT_CELL_RESELECTION_4G5G	724-03-31139-71102-1-3150-288:724-03-31139-71102-1-634080-288	I
2023.11.24_23.14.39	-46.51693	-23.602688	TIM	71102	3	31139	4G	-100	-6	5.0	-	-73	IRAT_HANDOVER_DATA_5G4G	724-03-31139-71102-1-634080-288:724-03-31139-71102-3-3150-304	I
2023.11.24_23.14.46	-46.517455	-23.602545	TIM	71102	3	31139	5G	-106	-15	-2.0	-	-	IRAT_HANDOVER_DATA_4G5G	724-03-31139-71102-3-3150-304:724-03-31139-71102-3-634080-304	D
2023.11.24_23.15.00	-46.521318	-23.602397	TIM	69903	3	31139	4G	-111	-17	-1.0	-	-73	IRAT_CELL_RESELECTION_5G4G	724-03-31139-71102-3-634080-304:724-03-31139-69903-3-3150-164	I
2023.11.24_23.15.06	-46.522544	-23.602209	TIM	69922	14	31140	4G	-97	-14	-1.0	-	-65	CELL_RESELECTION_4G4G	724-03-31139-69903-3-3150-164:724-99-31140-69922-14-9410-204	I
