Timestamp	Longitude	Latitude	Operatorname	NetworkTech	Level	Speed	Altitude	Filemark
2023.11.24_22.55.13	-46.47081	-23.60362	VIVO	4G	-84	62	831	
2023.11.24_22.55.14	-46.47080	-23.60348	VIVO	4G	-84	60	826	
2023.11.24_22.55.15	-46.47076	-23.60332	VIVO	4G	-84	59	825	
2023.11.24_22.55.15	-46.47076	-23.60317	VIVO	4G	-84	60	818	
2023.11.24_22.55.17	-46.47073	-23.60302	VIVO	4G	-84	60	817	
2023.11.24_22.55.17	-46.47073	-23.60302	VIVO	4G	-113	60	817	
2023.11.24_22.55.18	-46.47070	-23.60288	VIVO	4G	-113	59	816	
2023.11.24_22.55.18	-46.47069	-23.60273	VIVO	4G	-119	59	816	
2023.11.24_22.55.19	-46.47066	-23.60260	VIVO	4G	-119	57	814	
2023.11.24_22.55.20	-46.47066	-23.60260	VIVO	4G	-90	57	814	
2023.11.24_22.55.21	-46.47064	-23.60246	VIVO	4G	-90	53	814	
2023.11.24_22.55.22	-46.47063	-23.60232	VIVO	4G	-90	56	814	
2023.11.24_22.55.22	-46.47061	-23.60217	VIVO	4G	-89	58	813	
2023.11.24_22.55.24	-46.47057	-23.60203	VIVO	4G	-89	57	812	
2023.11.24_22.55.25	-46.47055	-23.60187	VIVO	4G	-88	58	812	
2023.11.24_22.55.26	-46.47053	-23.60172	VIVO	4G	-88	57	812	
2023.11.24_22.55.27	-46.47050	-23.60157	VIVO	4G	-88	55	812	
2023.11.24_22.55.28	-46.47047	-23.60143	VIVO	4G	-89	54	811	
2023.11.24_22.55.29	-46.47045	-23.60130	VIVO	4G	-89	52	810	
2023.11.24_22.55.30	-46.47043	-23.60118	VIVO	4G	-92	49	810	
2023.11.24_22.55.30	-46.47038	-23.60106	VIVO	4G	-92	48	806	
2023.11.24_22.55.32	-46.47035	-23.60094	VIVO	4G	-92	49	806	
2023.11.24_22.55.33	-46.47032	-23.60084	VIVO	4G	-96	44	807	
2023.11.24_22.55.34	-46.47029	-23.60074	VIVO	4G	-96	42	807	
2023.11.24_22.55.35	-46.47025	-23.60064	VIVO	4G	-96	42	807	
2023.11.24_22.55.36	-46.47021	-23.60054	VIVO	4G	-96	41	806	
2023.11.24_22.55.37	-46.47017	-23.60045	VIVO	4G	-96	40	806	
2023.11.24_22.55.38	-46.47013	-23.60036	VIVO	4G	-96	39	806	
2023.11.24_22.55.38	-46.47013	-23.60036	VIVO	4G	-89	39	806	
2023.11.24_22.55.39	-46.47008	-23.60027	VIVO	4G	-89	37	805	
2023.11.24_22.55.40	-46.47003	-23.60019	VIVO	4G	-89	35	805	
2023.11.24_22.55.42	-46.46994	-23.60006	VIVO	4G	-90	30	804	
2023.11.24_22.55.42	-46.46994	-23.60006	VIVO	4G	-87	30	804	
2023.11.24_22.55.44	-46.46986	-23.59994	VIVO	4G	-87	26	803	
2023.11.24_22.55.46	-46.46978	-23.59983	VIVO	4G	-88	22	803	
2023.11.24_22.55.48	-46.46971	-23.59976	VIVO	4G	-93	18	803	
2023.11.24_22.55.50	-46.46964	-23.59969	VIVO	4G	-92	17	803	
2023.11.24_22.55.52	-46.46956	-23.59963	VIVO	4G	-93	19	801	
2023.11.24_22.55.55	-46.46945	-23.59955	VIVO	4G	-86	17	800	
2023.11.24_22.55.57	-46.46939	-23.59948	VIVO	4G	-85	18	798	
2023.11.24_22.55.59	-46.46931	-23.59942	VIVO	4G	-82	17	797	
2023.11.24_22.56.02	-46.46921	-23.59934	VIVO	4G	-83	17	796	
2023.11.24_22.56.04	-46.46915	-23.59926	VIVO	4G	-340	15	794	
2023.11.24_22.56.05	-46.46915	-23.59926	VIVO	4G	-98	15	794	
2023.11.24_22.56.06	-46.46910	-23.59918	VIVO	4G	-97	14	793	
2023.11.24_22.56.07	-46.46910	-23.59918	VIVO	4G	-94	14	793	
2023.11.24_22.56.10	-46.46910	-23.59918	VIVO	4G	-94	14	793	
2023.11.24_22.56.10	-46.46903	-23.59908	VIVO	4G	-94	15	790	
2023.11.24_22.56.16	-46.46891	-23.59906	VIVO	4G	-93	3	785	
2023.11.24_22.56.36	-46.46883	-23.59915	VIVO	4G	-83	0	782	
2023.11.24_22.57.25	-46.46883	-23.59915	VIVO	4G	-86	0	782	
2023.11.24_22.57.28	-46.46876	-23.59921	VIVO	4G	-86	3	783	
2023.11.24_22.57.30	-46.46876	-23.59921	VIVO	4G	-92	3	783	
2023.11.24_22.57.31	-46.46876	-23.59921	VIVO	4G	-91	3	783	
2023.11.24_22.57.33	-46.46866	-23.59915	VIVO	4G	-93	11	784	
2023.11.24_22.57.36	-46.46857	-23.59911	VIVO	4G	-100	13	785	
2023.11.24_22.57.37	-46.46857	-23.59911	VIVO	4G	-89	13	785	
2023.11.24_22.57.39	-46.46850	-23.59903	VIVO	4G	-92	14	786	
2023.11.24_22.57.41	-46.46850	-23.59903	VIVO	4G	-89	14	786	
2023.11.24_22.57.42	-46.46846	-23.59894	VIVO	4G	-89	17	787	
2023.11.24_22.57.43	-46.46839	-23.59887	VIVO	4G	-93	18	788	
2023.11.24_22.57.44	-46.46839	-23.59887	VIVO	4G	-83	18	788	
2023.11.24_22.57.45	-46.46831	-23.59879	VIVO	4G	-83	17	788	
2023.11.24_22.57.48	-46.46824	-23.59868	VIVO	4G	-80	20	790	
2023.11.24_22.57.50	-46.46818	-23.59859	VIVO	4G	-83	18	791	
2023.11.24_22.57.52	-46.46810	-23.59852	VIVO	4G	-89	16	791	
2023.11.24_22.57.53	-46.46810	-23.59852	VIVO	4G	-90	16	791	
2023.11.24_22.57.54	-46.46800	-23.59841	VIVO	4G	-90	19	792	
2023.11.24_22.57.57	-46.46789	-23.59834	VIVO	4G	-92	24	792	
2023.11.24_22.57.58	-46.46775	-23.59829	VIVO	4G	-100	31	792	
2023.11.24_22.58.00	-46.46758	-23.59826	VIVO	4G	-106	37	792	
2023.11.24_22.58.01	-46.46758	-23.59826	VIVO	4G	-105	37	792	
2023.11.24_22.58.02	-46.46739	-23.59824	VIVO	4G	-107	36	793	
2023.11.24_22.58.03	-46.46739	-23.59824	VIVO	4G	-95	36	793	
2023.11.24_22.58.05	-46.46720	-23.59823	VIVO	4G	-95	35	792	
2023.11.24_22.58.07	-46.46701	-23.59826	VIVO	4G	-89	33	791	
2023.11.24_22.58.08	-46.46682	-23.59827	VIVO	4G	-91	31	790	
2023.11.24_22.58.11	-46.46671	-23.59836	VIVO	4G	-91	23	789	
2023.11.24_22.58.12	-46.46660	-23.59846	VIVO	4G	-89	29	789	
2023.11.24_22.58.15	-46.46652	-23.59853	VIVO	4G	-86	25	789	
2023.11.24_22.58.16	-46.46645	-23.59861	VIVO	4G	-86	17	788	
2023.11.24_22.58.25	-46.46642	-23.59870	VIVO	4G	-91	11	780	
2023.11.24_22.58.27	-46.46628	-23.59874	VIVO	4G	-85	21	778	
2023.11.24_22.58.29	-46.46612	-23.59874	VIVO	4G	-85	25	777	
2023.11.24_22.58.32	-46.46599	-23.59874	VIVO	4G	-80	21	777	
2023.11.24_22.58.33	-46.46586	-23.59870	VIVO	4G	-80	20	777	
2023.11.24_22.58.36	-46.46574	-23.59869	VIVO	4G	-79	11	778	
2023.11.24_22.58.41	-46.46563	-23.59870	VIVO	4G	-80	6	781	
2023.11.24_22.58.46	-46.46550	-23.59868	VIVO	4G	-85	16	779	
2023.11.24_22.58.49	-46.46536	-23.59867	VIVO	4G	-85	20	780	
2023.11.24_22.58.50	-46.46522	-23.59864	VIVO	4G	-82	26	780	
2023.11.24_22.58.52	-46.46506	-23.59864	VIVO	4G	-86	23	779	
2023.11.24_22.58.54	-46.46492	-23.59865	VIVO	4G	-81	18	778	
2023.11.24_22.58.57	-46.46479	-23.59865	VIVO	4G	-83	14	780	
2023.11.24_22.59.02	-46.46468	-23.59864	VIVO	4G	-79	5	785	
2023.11.24_22.59.24	-46.46468	-23.59864	VIVO	4G	-109	0	785	
2023.11.24_22.59.28	-46.46468	-23.59864	VIVO	4G	-340	0	785	
2023.11.24_22.59.31	-46.46468	-23.59864	VIVO	4G	-87	0	785	
2023.11.24_22.59.33	-46.46481	-23.59866	VIVO	4G	-82	13	784	
2023.11.24_22.59.35	-46.46495	-23.59867	VIVO	4G	-84	21	785	
2023.11.24_22.59.37	-46.46509	-23.59868	VIVO	4G	-84	21	786	
2023.11.24_22.59.39	-46.46523	-23.59868	VIVO	4G	-83	23	785	
2023.11.24_22.59.41	-46.46536	-23.59868	VIVO	4G	-85	21	785	
2023.11.24_22.59.44	-46.46550	-23.59867	VIVO	4G	-84	22	785	
2023.11.24_22.59.46	-46.46563	-23.59866	VIVO	4G	-84	23	785	
2023.11.24_22.59.47	-46.46577	-23.59866	VIVO	4G	-88	21	785	
2023.11.24_22.59.49	-46.46591	-23.59866	VIVO	4G	-85	23	784	
2023.11.24_22.59.51	-46.46591	-23.59866	VIVO	4G	-85	23	784	
